id,page,order,purpose,sourceUrl,calibrationPath,replacementPath,sourceWidth,sourceHeight,format,status,notes
ch08-006,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,6,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 6,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/006_image_SbcEbSaoio.png,/article-assets/source-calibration/ch08/006.png,/article-assets/replacements/ch08/006.png,3456,1994,png,awaiting-replacement,
ch08-007,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,7,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 7,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/007_%E9%A3%9E%E4%B9%A6-%E7%99%BB%E5%BD%95%E5%BC%80%E6%94%BE%E5%B9%B3%E5%8F%B0_EUPhblavHo.png,/article-assets/source-calibration/ch08/007.png,/article-assets/replacements/ch08/007.png,2546,1602,png,awaiting-replacement,
ch08-008,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,8,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 8,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/008_%E9%A3%9E%E4%B9%A6-%E6%B7%BB%E5%8A%A0%E6%9C%BA%E5%99%A8%E4%BA%BA%E8%83%BD%E5%8A%9B_XFmTb5HGQo.png,/article-assets/source-calibration/ch08/008.png,/article-assets/replacements/ch08/008.png,2550,1546,png,awaiting-replacement,
ch08-009,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,9,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 9,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/009_%E9%A3%9E%E4%B9%A6-%E6%89%B9%E9%87%8F%E5%AF%BC%E5%85%A5%E6%9D%83%E9%99%90_MRdCbm3Dvo.png,/article-assets/source-calibration/ch08/009.png,/article-assets/replacements/ch08/009.png,3448,1900,png,awaiting-replacement,
ch08-010,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,10,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 10,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/010_%E9%A3%9E%E4%B9%A6-%E5%BA%94%E7%94%A8%E5%87%AD%E8%AF%81_CnItbspOUo.png,/article-assets/source-calibration/ch08/010.png,/article-assets/replacements/ch08/010.png,2544,1380,png,awaiting-replacement,
ch08-011,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,11,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 11,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/011_%E9%A3%9E%E4%B9%A6-%E5%8A%A0%E5%AF%86%E4%B8%8E%E6%A0%A1%E9%AA%8C%E9%85%8D%E7%BD%AE_WiAYbwBDKo.png,/article-assets/source-calibration/ch08/011.png,/article-assets/replacements/ch08/011.png,3832,1520,png,awaiting-replacement,
ch08-012,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,12,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 12,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/012_%E9%A3%9E%E4%B9%A6-%E6%B7%BB%E5%8A%A0%E6%8E%A5%E6%94%B6%E6%B6%88%E6%81%AF%E4%BA%8B%E4%BB%B6_X4z6bNPsso.png,/article-assets/source-calibration/ch08/012.png,/article-assets/replacements/ch08/012.png,3262,2490,png,awaiting-replacement,
ch08-013,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,13,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 13,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/013_%E9%A3%9E%E4%B9%A6-%E5%8D%A1%E7%89%87%E5%9B%9E%E8%B0%83_AvOxbO7M9o.png,/article-assets/source-calibration/ch08/013.png,/article-assets/replacements/ch08/013.png,3348,780,png,awaiting-replacement,
ch08-014,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,14,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 14,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/014_%E9%A3%9E%E4%B9%A6-%E5%8F%91%E5%B8%83%E5%BA%94%E7%94%A8_TafwbySxco.png,/article-assets/source-calibration/ch08/014.png,/article-assets/replacements/ch08/014.png,2172,930,png,awaiting-replacement,
ch08-015,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,15,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 15,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/015_image_RRhMbPo5uo.png,/article-assets/source-calibration/ch08/015.png,/article-assets/replacements/ch08/015.png,3456,1994,png,awaiting-replacement,
ch08-016,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,16,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 16,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/016_%E9%92%89%E9%92%89-%E5%88%9B%E5%BB%BA%E5%BA%94%E7%94%A8_NuNTbdscZo.png,/article-assets/source-calibration/ch08/016.png,/article-assets/replacements/ch08/016.png,3014,866,png,awaiting-replacement,
ch08-017,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,17,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 17,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/017_%E9%92%89%E9%92%89-%E6%B7%BB%E5%8A%A0%E6%9C%BA%E5%99%A8%E4%BA%BA%E8%83%BD%E5%8A%9B_ORRbbZrqgo.png,/article-assets/source-calibration/ch08/017.png,/article-assets/replacements/ch08/017.png,2548,1536,png,awaiting-replacement,
ch08-018,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,18,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 18,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/018_%E9%92%89%E9%92%89-%E5%BC%80%E9%80%9A%E6%9D%83%E9%99%90_QG1zbPhcxo.png,/article-assets/source-calibration/ch08/018.png,/article-assets/replacements/ch08/018.png,2558,1536,png,awaiting-replacement,
ch08-019,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,19,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 19,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/019_%E9%92%89%E9%92%89-%E8%8E%B7%E5%8F%96%E5%BA%94%E7%94%A8%E5%87%AD%E8%AF%81_OI8fbW0JNo.png,/article-assets/source-calibration/ch08/019.png,/article-assets/replacements/ch08/019.png,2550,1532,png,awaiting-replacement,
ch09-001,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 9 章 如何接入外部 API/,1,第 9 章 如何接入外部 API — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%209%20%E7%AB%A0%20%E5%A6%82%E4%BD%95%E6%8E%A5%E5%85%A5%E5%A4%96%E9%83%A8%20API/assets/001_image_CaRmbk2N1o.png,/article-assets/source-calibration/ch09/001.png,/article-assets/replacements/ch09/001.png,3456,1994,png,awaiting-replacement,
ch09-002,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 9 章 如何接入外部 API/,2,第 9 章 如何接入外部 API — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%209%20%E7%AB%A0%20%E5%A6%82%E4%BD%95%E6%8E%A5%E5%85%A5%E5%A4%96%E9%83%A8%20API/assets/002_image_PQxNb3id8o.png,/article-assets/source-calibration/ch09/002.png,/article-assets/replacements/ch09/002.png,3456,1994,png,awaiting-replacement,
ch09-003,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 9 章 如何接入外部 API/,3,第 9 章 如何接入外部 API — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%209%20%E7%AB%A0%20%E5%A6%82%E4%BD%95%E6%8E%A5%E5%85%A5%E5%A4%96%E9%83%A8%20API/assets/003_image_De1fbH0Gho.png,/article-assets/source-calibration/ch09/003.png,/article-assets/replacements/ch09/003.png,3456,1994,png,awaiting-replacement,
ch09-004,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 9 章 如何接入外部 API/,4,第 9 章 如何接入外部 API — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%209%20%E7%AB%A0%20%E5%A6%82%E4%BD%95%E6%8E%A5%E5%85%A5%E5%A4%96%E9%83%A8%20API/assets/004_image_Fa7pb60ARo.png,/article-assets/source-calibration/ch09/004.png,/article-assets/replacements/ch09/004.png,3456,1994,png,awaiting-replacement,
ch09-005,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 9 章 如何接入外部 API/,5,第 9 章 如何接入外部 API — image 5,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%209%20%E7%AB%A0%20%E5%A6%82%E4%BD%95%E6%8E%A5%E5%85%A5%E5%A4%96%E9%83%A8%20API/assets/005_image_W9u5bNsaMo.png,/article-assets/source-calibration/ch09/005.png,/article-assets/replacements/ch09/005.png,3456,1994,png,awaiting-replacement,
ch09-006,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 9 章 如何接入外部 API/,6,第 9 章 如何接入外部 API — image 6,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%209%20%E7%AB%A0%20%E5%A6%82%E4%BD%95%E6%8E%A5%E5%85%A5%E5%A4%96%E9%83%A8%20API/assets/006_image_BSnBbYupuo.png,/article-assets/source-calibration/ch09/006.png,/article-assets/replacements/ch09/006.png,3456,1994,png,awaiting-replacement,
ch10-001,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 10 章 WorkBuddy 自动化任务/,1,第 10 章 WorkBuddy 自动化任务 — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%2010%20%E7%AB%A0%20WorkBuddy%20%E8%87%AA%E5%8A%A8%E5%8C%96%E4%BB%BB%E5%8A%A1/assets/001_image_RklAba93No.png,/article-assets/source-calibration/ch10/001.png,/article-assets/replacements/ch10/001.png,3456,1994,png,awaiting-replacement,
ch10-002,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 10 章 WorkBuddy 自动化任务/,2,第 10 章 WorkBuddy 自动化任务 — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%2010%20%E7%AB%A0%20WorkBuddy%20%E8%87%AA%E5%8A%A8%E5%8C%96%E4%BB%BB%E5%8A%A1/assets/002_image_MhojbPRsOo.png,/article-assets/source-calibration/ch10/002.png,/article-assets/replacements/ch10/002.png,3456,1994,png,awaiting-replacement,
ch10-003,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 10 章 WorkBuddy 自动化任务/,3,第 10 章 WorkBuddy 自动化任务 — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%2010%20%E7%AB%A0%20WorkBuddy%20%E8%87%AA%E5%8A%A8%E5%8C%96%E4%BB%BB%E5%8A%A1/assets/003_image_Ff6fbYuGoo.png,/article-assets/source-calibration/ch10/003.png,/article-assets/replacements/ch10/003.png,3456,1994,png,awaiting-replacement,
ch10-004,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 10 章 WorkBuddy 自动化任务/,4,第 10 章 WorkBuddy 自动化任务 — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%2010%20%E7%AB%A0%20WorkBuddy%20%E8%87%AA%E5%8A%A8%E5%8C%96%E4%BB%BB%E5%8A%A1/assets/004_%E8%87%AA%E5%8A%A8%E5%8C%96-%E4%BB%BB%E5%8A%A1%E6%A8%A1%E6%9D%BF_FYNwbDWqbo.png,/article-assets/source-calibration/ch10/004.png,/article-assets/replacements/ch10/004.png,1269,693,png,awaiting-replacement,
ch11-001,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,1,第 11 章 办公三件套：Word、Excel、PPT — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/001_image_PhFMbu3kTo.png,/article-assets/source-calibration/ch11/001.png,/article-assets/replacements/ch11/001.png,2878,1484,png,awaiting-replacement,
ch11-002,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,2,第 11 章 办公三件套：Word、Excel、PPT — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/002_image_UVm5bKLrZo.png,/article-assets/source-calibration/ch11/002.png,/article-assets/replacements/ch11/002.png,2460,1568,png,awaiting-replacement,
ch11-003,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,3,第 11 章 办公三件套：Word、Excel、PPT — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/003_image_IoOLbfEcvo.png,/article-assets/source-calibration/ch11/003.png,/article-assets/replacements/ch11/003.png,3456,1696,png,awaiting-replacement,
ch11-004,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,4,第 11 章 办公三件套：Word、Excel、PPT — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/004_image_V1RpbVGuno.png,/article-assets/source-calibration/ch11/004.png,/article-assets/replacements/ch11/004.png,1434,1528,png,awaiting-replacement,
ch11-005,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,5,第 11 章 办公三件套：Word、Excel、PPT — image 5,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/011_image_HqbtbVTw3o.png,/article-assets/source-calibration/ch11/005.png,/article-assets/replacements/ch11/005.png,2406,1662,png,awaiting-replacement,
ch11-006,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,6,第 11 章 办公三件套：Word、Excel、PPT — image 6,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/012_image_MhArbb6Woo.png,/article-assets/source-calibration/ch11/006.png,/article-assets/replacements/ch11/006.png,1356,1604,png,awaiting-replacement,
ch11-007,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,7,第 11 章 办公三件套：Word、Excel、PPT — image 7,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/005_image_I118b7wyUo.png,/article-assets/source-calibration/ch11/007.png,/article-assets/replacements/ch11/007.png,3456,1698,png,awaiting-replacement,
ch11-008,/wb-x/第二篇 案例篇：从一项任务到一支 AI 团队/第 11 章 办公三件套：Word、Excel、PPT/,8,第 11 章 办公三件套：Word、Excel、PPT — image 8,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%BA%8C%E7%AF%87%20%E6%A1%88%E4%BE%8B%E7%AF%87%EF%BC%9A%E4%BB%8E%E4%B8%80%E9%A1%B9%E4%BB%BB%E5%8A%A1%E5%88%B0%E4%B8%80%E6%94%AF%20AI%20%E5%9B%A2%E9%98%9F/%E7%AC%AC%2011%20%E7%AB%A0%20%E5%8A%9E%E5%85%AC%E4%B8%89%E4%BB%B6%E5%A5%97%EF%BC%9AWord%E3%80%81Excel%E3%80%81PPT/assets/006_image_BWkRb60JPo.png,/article-assets/source-calibration/ch11/008.png,/article-assets/replacements/ch11/008.png,2926,1994,png,awaiting-replacement,
